state_alpha,state_fips_code,year,Value,Area,log_Value,lowess_log_Value
IN,18,1995,113.0,5300000.0,4.727387818712341,4.900901487929363
IN,18,1994,144.0,5960000.0,4.969813299576002,4.888084785125382
IN,18,1993,132.0,5400000.0,4.8828019225863715,4.875084675310641
IN,18,1992,147.0,5970000.0,4.990432586778736,4.861979511826458
IN,18,1991,92.0,5550000.0,4.5217885770490405,4.848788073741922
IN,18,1990,129.0,5450000.0,4.859812404361672,4.835504870684179
IN,18,1989,133.0,5200000.0,4.890349128221754,4.822132149361235
IN,18,1988,83.0,5000000.0,4.418840607796597,4.808685308775603
IN,18,1987,135.0,4880000.0,4.90527477843843,4.795176303027492
IN,18,1986,122.0,5700000.0,4.804021044733257,4.781605146852116
IN,18,1985,123.0,6150000.0,4.812184355372417,4.767901619961908
IN,18,1984,117.0,6030000.0,4.762173934797756,4.754026191081813
IN,18,1983,73.0,4670000.0,4.290459441148391,4.739942475197837
IN,18,1982,126.0,6270000.0,4.836281906951479,4.725562954198169
IN,18,1981,108.0,6000000.0,4.68213122712422,4.710739706721854
IN,18,1980,96.0,6280000.0,4.564348191467836,4.695277382977948
IN,18,1979,112.0,6030000.0,4.718498871295094,4.679016523866935
IN,18,1978,108.0,6200000.0,4.68213122712422,4.661820024217142
IN,18,1977,102.0,6210000.0,4.624972813284272,4.643556250566316
IN,18,1976,110.0,6300000.0,4.700480365792417,4.6241589267464995
IN,18,1975,98.0,5630000.0,4.584967478670572,4.603644102680306
IN,18,1974,73.0,5310000.0,4.290459441148391,4.582068482116459
IN,18,1973,102.0,5240000.0,4.624972813284272,4.559539698013161
IN,18,1972,104.0,4884000.0,4.6443908991413725,4.536198697385095
IN,18,1971,101.0,5509000.0,4.61512051684126,4.509715564529722
IN,18,1970,76.0,4923000.0,4.330733340286331,4.482851168871129
IN,18,1969,100.0,4620000.0,4.605170185988092,4.4558747851863565
IN,18,1968,88.0,4736000.0,4.477336814478207,4.428874708708905
IN,18,1967,86.0,5382000.0,4.4543472962535064,4.401863104635129
IN,18,1966,80.0,5077000.0,4.382026634673881,4.374830156404256
IN,18,1965,94.0,4701000.0,4.543294782270004,4.347762158285149
IN,18,1964,72.0,4435000.0,4.276666119016055,4.320646269144079
IN,18,1963,87.0,4306000.0,4.465908118654584,4.29346952829189
IN,18,1962,82.0,4140000.0,4.4067192472642525,4.2662214065011135
IN,18,1961,74.0,4019000.0,4.30406509320417,4.238890110608654
IN,18,1960,68.0,5152000.0,4.219507705176107,4.211462403137057
IN,18,1959,62.5,5051000.0,4.135166556742356,4.183925342937373
IN,18,1958,63.0,4291000.0,4.143134726391533,4.156268047708158
IN,18,1957,59.0,4222000.0,4.07753744390572,4.1284827191882165
IN,18,1956,62.0,4592000.0,4.127134385045092,4.100563889555033
IN,18,1955,56.0,4798000.0,4.02535169073515,4.072508327511272
IN,18,1954,55.5,4665000.0,4.0163830207523885,4.044313534917055
IN,18,1953,51.5,4562000.0,3.9415818076696905,4.0159789605536025
IN,18,1952,50.0,4458000.0,3.912023005428147,3.9875060931560915
IN,18,1951,53.0,4396000.0,3.970291913552122,3.958899386527985
IN,18,1950,48.5,4227000.0,3.881563797943437,3.9301657524828046
IA,19,2019,192.0,13100000.0,5.2574953720277815,5.29045372180556
IA,19,2018,196.0,12800000.0,5.278114659230517,5.275811634801934
IA,19,2017,202.0,12900000.0,5.308267697401205,5.26116051178195
IA,19,2016,203.0,13500000.0,5.313205979041787,5.246501078972251
IA,19,2015,192.0,13050000.0,5.2574953720277815,5.231832116489042
IA,19,2014,178.0,13300000.0,5.181783550292085,5.217149843064018
IA,19,2013,164.0,13050000.0,5.0998664278242,5.202449354273878
IA,19,2012,137.0,13700000.0,4.919980925828125,5.187727101909651
IA,19,2011,172.0,13700000.0,5.147494476813453,5.172982936524875
IA,19,2010,165.0,13050000.0,5.105945473900579,5.158220039602161
IA,19,2009,181.0,13300000.0,5.198497031265826,5.143443964084248
IA,19,2008,171.0,12800000.0,5.14166355650266,5.128662657755644
IA,19,2007,171.0,13900000.0,5.14166355650266,5.113884410756627
IA,19,2006,166.0,12350000.0,5.111987788356544,5.099118219997359
IA,19,2005,173.0,12500000.0,5.153291594497778,5.084373941721534
IA,19,2004,181.0,12400000.0,5.198497031265826,5.069662437876767
IA,19,2003,157.0,11900000.0,5.056245805348309,5.054993701277741
IA,19,2002,163.0,11850000.0,5.093750200806762,5.040374969859489
IA,19,2001,146.0,11400000.0,4.9836066217083355,5.0258122115757935
IA,19,2000,144.0,12000000.0,4.969813299576002,5.0113088520291615
IA,19,1999,149.0,11800000.0,5.003946305945459,4.996868215134933
IA,19,1998,145.0,12200000.0,4.976733742420574,4.98249251638733
IA,19,1997,138.0,11900000.0,4.927253685157205,4.968171375157028
IA,19,1996,138.0,12400000.0,4.927253685157205,4.953729795492557
IA,19,1995,123.0,11600000.0,4.812184355372417,4.938926114040268
IA,19,1994,152.0,12600000.0,5.0238805208462765,4.923704782850388
IA,19,1993,80.0,11000000.0,4.382026634673881,4.908093343942967
IA,19,1992,147.0,12950000.0,4.990432586778736,4.892148002977421
IA,19,1991,117.0,12200000.0,4.762173934797756,4.875921843051272
IA,19,1990,126.0,12400000.0,4.836281906951479,4.859513736115892
IA,19,1989,118.0,12250000.0,4.770684624465665,4.843047212569785
IA,19,1988,84.0,10700000.0,4.430816798843313,4.826627400689976
IA,19,1987,130.0,10150000.0,4.867534450455582,4.8103369217925
IA,19,1986,135.0,12050000.0,4.90527477843843,4.794208209543468
IA,19,1985,126.0,13550000.0,4.836281906951479,4.778207825008365
IA,19,1984,112.0,12900000.0,4.718498871295094,4.762288658099825
IA,19,1983,87.0,8550000.0,4.465908118654584,4.746390463089357
IA,19,1982,120.0,13150000.0,4.787491742782046,4.730431017640938
IA,19,1981,125.0,13850000.0,4.8283137373023015,4.7142633369455
IA,19,1980,110.0,13300000.0,4.700480365792417,4.697721105673064
IA,19,1979,127.0,13100000.0,4.84418708645859,4.680672513315211
IA,19,1978,115.0,12850000.0,4.74493212836325,4.662996403593958
IA,19,1977,86.0,12700000.0,4.4543472962535064,4.644580419542756
IA,19,1976,91.0,12900000.0,4.51085950651685,4.625314760310223
IA,19,1975,90.0,12420000.0,4.499809670330264,4.605109188140954
IA,19,1974,80.0,12100000.0,4.382026634673881,4.5839424447677315
IA,19,1973,107.0,11280000.0,4.672828834461906,4.561893641674135
IA,19,1972,116.0,10600000.0,4.7535901911063645,4.53905016391076
IA,19,1971,102.0,11550000.0,4.624972813284272,4.51256980561919
IA,19,1970,86.0,10077000.0,4.4543472962535064,4.485674635906788
IA,19,1969,99.0,9549000.0,4.59511985013459,4.458625697817738
IA,19,1968,93.0,9775000.0,4.532599493153255,4.431525350951919
IA,19,1967,88.5,11145000.0,4.483002552013883,4.4043982733168665
IA,19,1966,89.0,10132000.0,4.48863636973214,4.377240129814784
IA,19,1965,82.0,9933000.0,4.4067192472642525,4.350037212326319
IA,19,1964,77.5,9738000.0,4.350277936359301,4.322772662551877
IA,19,1963,80.0,10645000.0,4.382026634673881,4.295429892703985
IA,19,1962,77.0,9677000.0,4.343805421853683,4.267993528613793
IA,19,1961,75.5,9976000.0,4.324132656254979,4.240448070603561
IA,19,1960,63.5,12166000.0,4.151039905898647,4.212777848976855
IA,19,1959,65.0,12139000.0,4.174387269895637,4.184967885992623
IA,19,1958,66.0,9782000.0,4.189654742026425,4.157006861660494
IA,19,1957,62.0,9860000.0,4.127134385045092,4.128885795584428
IA,19,1956,53.5,9413000.0,3.9796816539019613,4.100596490925033
IA,19,1955,48.5,10293000.0,3.881563797943437,4.072132753036551
IA,19,1954,54.5,10014000.0,3.9982007016691994,4.0434932658769505
IA,19,1953,53.0,10811000.0,3.970291913552122,4.014681770899484
IA,19,1952,62.5,10449000.0,4.135166556742356,3.9857048080429434
IA,19,1951,43.5,9680000.0,3.7727609380946383,3.9565696603736273
IA,19,1950,48.5,9396000.0,3.881563797943437,3.92728097620492
KS,20,2019,136.0,6000000.0,4.9126548857360515,4.894452742238558
KS,20,2018,129.0,5000000.0,4.859812404361672,4.893653654210875
KS,20,2017,132.0,5200000.0,4.8828019225863715,4.892845934735554
KS,20,2016,142.0,4920000.0,4.955827057601262,4.892026441226034
KS,20,2015,148.0,3920000.0,4.997212273764115,4.891191618710842
KS,20,2014,149.0,3800000.0,5.003946305945459,4.890334746671075
KS,20,2013,126.0,4000000.0,4.836281906951479,4.8894440817528935
KS,20,2012,95.0,3950000.0,4.553876891600541,4.888503289043903
KS,20,2011,107.0,4200000.0,4.672828834461906,4.8874966031837115
KS,20,2010,124.0,4650000.0,4.820281565605037,4.8864136579453215
KS,20,2009,155.0,3860000.0,5.043425116919247,4.8852501092096094
KS,20,2008,133.0,3630000.0,4.890349128221754,4.8840042132117345
KS,20,2007,138.0,3680000.0,4.927253685157205,4.882671762175016
KS,20,2006,115.0,3000000.0,4.74493212836325,4.881247798940639
KS,20,2005,135.0,3450000.0,4.90527477843843,4.879727791666173
KS,20,2004,150.0,2880000.0,5.010635294096256,4.878112066771678
KS,20,2003,120.0,2500000.0,4.787491742782046,4.876403637141056
KS,20,2002,116.0,2600000.0,4.7535901911063645,4.8746064563689515
KS,20,2001,127.0,3050000.0,4.84418708645859,4.872734020849795
KS,20,2000,130.0,3170000.0,4.867534450455582,4.870817883774689
KS,20,1999,141.0,2980000.0,4.948759890378168,4.868912506058383
KS,20,1998,147.0,2850000.0,4.990432586778736,4.867095088535089
KS,20,1997,143.0,2600000.0,4.962844630259907,4.865437419420322
KS,20,1996,152.0,2350000.0,5.0238805208462765,4.860699391741747
KS,20,1995,124.0,1970000.0,4.820281565605037,4.855082189377223
KS,20,1994,143.0,2100000.0,4.962844630259907,4.848515174992433
KS,20,1993,120.0,1800000.0,4.787491742782046,4.840987835361062
KS,20,1992,150.0,1730000.0,5.010635294096256,4.832461131498766
KS,20,1991,125.0,1650000.0,4.8283137373023015,4.822810466390009
KS,20,1990,130.0,1450000.0,4.867534450455582,4.81195389666748
KS,20,1989,125.0,1240000.0,4.8283137373023015,4.799893332826707
KS,20,1988,125.0,1150000.0,4.8283137373023015,4.786610803308559
KS,20,1987,120.0,1230000.0,4.787491742782046,4.772006468272685
KS,20,1986,136.0,1335000.0,4.9126548857360515,4.755907045850142
KS,20,1985,130.0,1170000.0,4.867534450455582,4.738054028514367
KS,20,1984,125.0,955000.0,4.8283137373023015,4.718228755874343
KS,20,1983,93.0,920000.0,4.532599493153255,4.696320340072797
KS,20,1982,114.0,1220000.0,4.736198448394496,4.672318641938436
KS,20,1981,126.0,1175000.0,4.836281906951479,4.646265798251469
KS,20,1980,94.0,1180000.0,4.543294782270004,4.618249403494442
KS,20,1979,117.0,1470000.0,4.762173934797756,4.5884247665967175
KS,20,1978,102.0,1500000.0,4.624972813284272,4.556891182305713
KS,20,1977,96.0,1680000.0,4.564348191467836,4.523661001606114
KS,20,1976,96.0,1790000.0,4.564348191467836,4.488675357088049
KS,20,1975,86.0,1640000.0,4.4543472962535064,4.451817850524674
KS,20,1974,79.0,1670000.0,4.3694478524670215,4.412955329706776
KS,20,1973,100.0,1540000.0,4.605170185988092,4.371991636321752
KS,20,1972,104.0,1250000.0,4.6443908991413725,4.32894350730672
KS,20,1971,95.0,1311000.0,4.553876891600541,4.276843800457595
KS,20,1970,64.0,1285000.0,4.158883083359672,4.224235448194197
KS,20,1969,79.0,1208000.0,4.3694478524670215,4.171638490678138
KS,20,1968,78.0,1134000.0,4.356708826689592,4.119152650412286
KS,20,1967,68.0,1060000.0,4.219507705176107,4.0667372000129385
KS,20,1966,58.0,1029000.0,4.060443010546419,4.014320614841726
KS,20,1965,59.0,1050000.0,4.07753744390572,3.9618355089458737
KS,20,1964,45.0,1040000.0,3.80666248977032,3.9092270664065008
KS,20,1963,46.0,1350000.0,3.828641396489095,3.856451540609675
KS,20,1962,51.0,1298000.0,3.9318256327243257,3.8034783401366217
KS,20,1961,48.0,1225000.0,3.8712010109078916,3.7502848148988814
KS,20,1960,45.5,1725000.0,3.817712325956905,3.6968498654169903
KS,20,1959,42.0,1730000.0,3.737669618283368,3.6431526452671714
KS,20,1958,42.0,1571000.0,3.737669618283368,3.589172438302965
KS,20,1957,30.0,1206000.0,3.4011973816621555,3.534888598788574
KS,20,1956,25.0,901000.0,3.218875824868201,3.4802810034962115
KS,20,1955,24.0,1039000.0,3.1780538303479458,3.4253372076702133
KS,20,1954,24.0,1349000.0,3.1780538303479458,3.3700551893292037
KS,20,1953,22.0,1774000.0,3.0910424533583165,3.3144427001109587
KS,20,1952,22.5,1986000.0,3.1135153092103742,3.2585160177237653
KS,20,1951,24.0,2187000.0,3.1780538303479458,3.2022993302264036
KS,20,1950,35.0,2442000.0,3.555348061489413,3.145821919177056
KY,21,2019,178.0,1450000.0,5.181783550292085,5.164902306177062
KY,21,2018,175.0,1230000.0,5.1647859739235145,5.146717809734724
KY,21,2017,178.0,1220000.0,5.181783550292085,5.128577790034829
KY,21,2016,159.0,1400000.0,5.068904202220232,5.110483342014568
KY,21,2015,172.0,1310000.0,5.147494476813453,5.0924339952462025
KY,21,2014,158.0,1430000.0,5.062595033026967,5.074429691848086
KY,21,2013,170.0,1430000.0,5.135798437050261,5.056469016602252
KY,21,2012,68.0,1530000.0,4.219507705176107,5.038549743433554
KY,21,2011,139.0,1300000.0,4.934473933130692,5.020667198684806
KY,21,2010,124.0,1230000.0,4.820281565605037,5.0028161599807355
KY,21,2009,165.0,1150000.0,5.105945473900579,4.984994051877045
KY,21,2008,136.0,1120000.0,4.9126548857360515,4.967201614306575
KY,21,2007,128.0,1340000.0,4.852030263919617,4.949438164603264
KY,21,2006,146.0,1040000.0,4.9836066217083355,4.931704530975617
KY,21,2005,132.0,1180000.0,4.8828019225863715,4.9140048680993935
KY,21,2004,152.0,1140000.0,5.0238805208462765,4.896343951266373
KY,21,2003,137.0,1080000.0,4.919980925828125,4.878727797844691
KY,21,2002,104.0,1070000.0,4.6443908991413725,4.861160015022533
KY,21,2001,142.0,1100000.0,4.955827057601262,4.843644005762455
KY,21,2000,130.0,1230000.0,4.867534450455582,4.826191733803404
KY,21,1999,105.0,1180000.0,4.653960350157523,4.808826414667172
KY,21,1998,115.0,1180000.0,4.74493212836325,4.791607709760342
KY,21,1997,103.0,1150000.0,4.634728988229637,4.774681359606293
KY,21,1996,124.0,1200000.0,4.820281565605037,4.759041222579587
KY,21,1995,108.0,1140000.0,4.68213122712422,4.7436177407873945
KY,21,1994,128.0,1220000.0,4.852030263919617,4.728358243819128
KY,21,1993,104.0,1220000.0,4.6443908991413725,4.71322457240839
KY,21,1992,132.0,1300000.0,4.8828019225863715,4.6981605822039425
KY,21,1991,89.0,1250000.0,4.48863636973214,4.683083765564681
KY,21,1990,100.0,1200000.0,4.605170185988092,4.66791602414932
KY,21,1989,116.0,1180000.0,4.7535901911063645,4.652579981840488
KY,21,1988,73.0,1100000.0,4.290459441148391,4.637069840536888
KY,21,1987,104.0,1140000.0,4.6443908991413725,4.621353628010364
KY,21,1986,92.0,1520000.0,4.5217885770490405,4.605396050999676
KY,21,1985,102.0,1560000.0,4.624972813284272,4.589101216872278
KY,21,1984,100.0,1460000.0,4.605170185988092,4.572447339062386
KY,21,1983,48.0,960000.0,3.8712010109078916,4.555408578272128
KY,21,1982,103.0,1490000.0,4.634728988229637,4.537898016658314
KY,21,1981,98.0,1490000.0,4.584967478670572,4.519781164300069
KY,21,1980,70.0,1480000.0,4.248495242049359,4.500884214257343
KY,21,1979,102.0,1300000.0,4.624972813284272,4.481080253221375
KY,21,1978,85.0,1410000.0,4.442651256490317,4.460286763935083
KY,21,1977,90.0,1470000.0,4.499809670330264,4.4384287398183995
KY,21,1976,102.0,1360000.0,4.624972813284272,4.415492537197777
KY,21,1975,77.0,1140000.0,4.343805421853683,4.391520237476679
KY,21,1974,82.0,1075000.0,4.4067192472642525,4.3665180433526105
KY,21,1973,85.0,1010000.0,4.442651256490317,4.34048887905736
KY,21,1972,86.0,968000.0,4.4543472962535064,4.313405246475334
KY,21,1971,77.0,1183000.0,4.343805421853683,4.280949080062452
KY,21,1970,50.0,939000.0,3.912023005428147,4.248149856340386
KY,21,1969,77.0,945000.0,4.343805421853683,4.215246541648072
KY,21,1968,66.0,1027000.0,4.189654742026425,4.1823028271906875
KY,21,1967,80.0,1168000.0,4.382026634673881,4.149313966695662
KY,21,1966,59.0,1102000.0,4.07753744390572,4.116259294303479
KY,21,1965,69.0,1049000.0,4.23410650459726,4.083116181052041
KY,21,1964,56.0,1039000.0,4.02535169073515,4.049866813616589
KY,21,1963,66.0,1094000.0,4.189654742026425,4.016495088617142
KY,21,1962,58.0,1116000.0,4.060443010546419,3.982988296867529
KY,21,1961,55.0,1116000.0,4.007333185232471,3.9493335291440763
KY,21,1960,48.0,1529000.0,3.8712010109078916,3.9155181437180846
KY,21,1959,45.0,1689000.0,3.80666248977032,3.8815310554727573
KY,21,1958,47.0,1421000.0,3.8501476017100575,3.8473653000554044
KY,21,1957,41.0,1459000.0,3.7135720667043084,3.813018129263658
KY,21,1956,46.0,1782000.0,3.828641396489095,3.778489152151095
KY,21,1955,41.0,1876000.0,3.7135720667043084,3.743781099291042
KY,21,1954,31.0,1976000.0,3.4339872044851463,3.7088965801193514
KY,21,1953,35.5,1894000.0,3.5695326964813705,3.673839895985651
KY,21,1952,28.0,2003000.0,3.332204510175204,3.6386195648401034
KY,21,1951,37.5,2104000.0,3.624340932976365,3.603248393141899
KY,21,1950,37.0,2080000.0,3.610917912644224,3.567741705298625
LA,22,2019,166.0,550000.0,5.111987788356544,5.200995012957871
LA,22,2018,173.0,450000.0,5.153291594497778,5.180720934361559
LA,22,2017,184.0,490000.0,5.214935757608987,5.160438379949129
LA,22,2016,165.0,550000.0,5.105945473900579,5.140152179868313
LA,22,2015,171.0,390000.0,5.14166355650266,5.119866049743152
LA,22,2014,183.0,390000.0,5.2094861528414205,5.099584179755371
LA,22,2013,173.0,670000.0,5.153291594497778,5.07930965036251
LA,22,2012,173.0,530000.0,5.153291594497778,5.059041789644921
LA,22,2011,135.0,570000.0,4.90527477843843,5.038776043640086
LA,22,2010,140.0,500000.0,4.941642422609304,5.018504695349079
LA,22,2009,132.0,610000.0,4.8828019225863715,4.998221750997644
LA,22,2008,144.0,510000.0,4.969813299576002,4.977923575121998
LA,22,2007,163.0,730000.0,5.093750200806762,4.957609214847507
LA,22,2006,140.0,290000.0,4.941642422609304,4.937277583124246
LA,22,2005,136.0,330000.0,4.9126548857360515,4.916923655873092
LA,22,2004,135.0,410000.0,4.90527477843843,4.896539972540337
LA,22,2003,134.0,500000.0,4.897839799950911,4.876117209543226
LA,22,2002,121.0,540000.0,4.795790545596741,4.855643292914922
LA,22,2001,148.0,307000.0,4.997212273764115,4.835102769161823
LA,22,2000,116.0,370000.0,4.7535901911063645,4.814477085909377
LA,22,1999,121.0,330000.0,4.795790545596741,4.793736630346145
LA,22,1998,81.0,540000.0,4.394449154672439,4.772846410365671
LA,22,1997,117.0,417000.0,4.762173934797756,4.7517881106814785
LA,22,1996,125.0,523000.0,4.8283137373023015,4.727579770339028
LA,22,1995,105.0,221000.0,4.653960350157523,4.701983439709658
LA,22,1994,115.0,306000.0,4.74493212836325,4.6749525712006355
LA,22,1993,95.0,210000.0,4.553876891600541,4.646549397400555
LA,22,1992,120.0,309000.0,4.787491742782046,4.616884683460178
LA,22,1991,85.0,247000.0,4.442651256490317,4.586063418228472
LA,22,1990,116.0,186000.0,4.7535901911063645,4.5541743752204935
LA,22,1989,95.0,142000.0,4.553876891600541,4.52142051891842
LA,22,1988,95.0,125000.0,4.553876891600541,4.488055261997135
LA,22,1987,102.0,211000.0,4.624972813284272,4.45432165593079
LA,22,1986,116.0,385000.0,4.7535901911063645,4.420334695685461
LA,22,1985,114.0,205000.0,4.736198448394496,4.386075994957144
LA,22,1984,115.0,82000.0,4.74493212836325,4.351422432625854
LA,22,1983,90.0,56000.0,4.499809670330264,4.316209345979706
LA,22,1982,80.0,40000.0,4.382026634673881,4.280366257527499
LA,22,1981,75.0,33000.0,4.31748811353631,4.2438262119957715
LA,22,1980,46.0,30000.0,3.828641396489095,4.206545162206494
LA,22,1979,54.0,41000.0,3.9889840465642745,4.168471172470134
LA,22,1978,59.0,47000.0,4.07753744390572,4.129532693306332
LA,22,1977,52.0,65000.0,3.951243718581428,4.089691201099055
LA,22,1976,66.0,71000.0,4.189654742026425,4.04901667374606
LA,22,1975,50.0,45000.0,3.912023005428147,4.007548000249819
LA,22,1974,48.0,55000.0,3.8712010109078916,3.9652810683206554
LA,22,1973,42.0,57000.0,3.737669618283368,3.9222504838221237
LA,22,1972,53.0,76000.0,3.970291913552122,3.878591690740729
LA,22,1971,45.0,100000.0,3.80666248977032,3.8353622794403064
LA,22,1970,43.0,130000.0,3.7612001156935615,3.792254707898194
LA,22,1969,37.0,121000.0,3.610917912644224,3.749295913504043
LA,22,1968,52.0,139000.0,3.951243718581428,3.7064899412614025
LA,22,1967,50.0,148000.0,3.912023005428147,3.6638354441150214
LA,22,1966,45.0,151000.0,3.80666248977032,3.621318582055056
LA,22,1965,35.0,182000.0,3.555348061489413,3.5789168162308678
LA,22,1964,31.0,200000.0,3.4339872044851463,3.5366052812894555
LA,22,1963,31.0,233000.0,3.4339872044851463,3.4943640465022447
LA,22,1962,28.0,222000.0,3.332204510175204,3.4521797452795218
LA,22,1961,37.0,267000.0,3.610917912644224,3.4100437074083443
LA,22,1960,27.0,338000.0,3.2958368660043287,3.3679502473125376
LA,22,1959,31.0,393000.0,3.4339872044851463,3.325891413881364
LA,22,1958,27.0,447000.0,3.2958368660043287,3.283860417079977
LA,22,1957,22.0,471000.0,3.0910424533583165,3.2418491826582114
LA,22,1956,26.0,535000.0,3.258096538021482,3.1998506907053836
LA,22,1955,29.0,569000.0,3.3672958299864737,3.15786184242549
LA,22,1954,20.0,575000.0,2.9957322735539913,3.115878252201888
LA,22,1953,19.0,500000.0,2.9444389791664403,3.073892161702234
LA,22,1952,19.0,593000.0,2.9444389791664403,3.031899705932046
LA,22,1951,22.0,666000.0,3.0910424533583165,2.989902655265069
LA,22,1950,20.0,776000.0,2.9957322735539913,2.947905778697666
ME,23,1955,39.0,1000.0,3.6635616461296463,3.6331897180944046
ME,23,1954,34.0,1000.0,3.5263605246161616,3.6048515225372215
ME,23,1953,39.0,1000.0,3.6635616461296463,3.557480180127876
ME,23,1952,31.0,1000.0,3.4339872044851463,3.5454157854554085
ME,23,1951,36.0,2000.0,3.58351893845611,3.5254051379696416
ME,23,1950,34.0,2000.0,3.5263605246161616,3.5494284345353306
MD,24,2019,167.0,440000.0,5.1179938124167546,5.068088539333526
MD,24,2018,146.0,390000.0,4.9836066217083355,5.051375772268381
MD,24,2017,172.0,420000.0,5.147494476813453,5.03471930611993
MD,24,2016,152.0,400000.0,5.0238805208462765,5.018120671325767
MD,24,2015,164.0,380000.0,5.0998664278242,5.001578259054928
MD,24,2014,175.0,430000.0,5.1647859739235145,4.985088317891023
MD,24,2013,158.0,420000.0,5.062595033026967,4.9686424851803626
MD,24,2012,122.0,435000.0,4.804021044733257,4.952225394791565
MD,24,2011,109.0,420000.0,4.691347882229144,4.935817336017664
MD,24,2010,106.0,430000.0,4.663439094112067,4.919401368353293
MD,24,2009,145.0,425000.0,4.976733742420574,4.902967185004617
MD,24,2008,121.0,400000.0,4.795790545596741,4.886510874009195
MD,24,2007,101.0,465000.0,4.61512051684126,4.870029254509943
MD,24,2006,140.0,425000.0,4.941642422609304,4.853523572916377
MD,24,2005,135.0,400000.0,4.90527477843843,4.837003700170606
MD,24,2004,153.0,425000.0,5.030437921392434,4.82048264549985
MD,24,2003,123.0,410000.0,4.812184355372417,4.803974522973709
MD,24,2002,74.0,425000.0,4.30406509320417,4.787491953418081
MD,24,2001,136.0,410000.0,4.9126548857360515,4.771054039501792
MD,24,2000,155.0,405000.0,5.043425116919247,4.754701769949159
MD,24,1999,93.0,360000.0,4.532599493153255,4.738503779820648
MD,24,1998,109.0,400000.0,4.691347882229144,4.722588280018366
MD,24,1997,90.0,410000.0,4.499809670330264,4.707223045594837
MD,24,1996,139.0,465000.0,4.934473933130692,4.6932641123474195
MD,24,1995,105.0,400000.0,4.653960350157523,4.6798286160758815
MD,24,1994,118.0,390000.0,4.770684624465665,4.666874410844862
MD,24,1993,78.0,420000.0,4.356708826689592,4.654266163253933
MD,24,1992,124.0,470000.0,4.820281565605037,4.641813328816984
MD,24,1991,95.0,450000.0,4.553876891600541,4.629337519190931
MD,24,1990,118.0,450000.0,4.770684624465665,4.616682023048639
MD,24,1989,110.0,400000.0,4.700480365792417,4.603757984688587
MD,24,1988,65.0,420000.0,4.174387269895637,4.590591096388472
MD,24,1987,78.0,460000.0,4.356708826689592,4.577191741285567
MD,24,1986,73.0,580000.0,4.290459441148391,4.563594394633869
MD,24,1985,110.0,640000.0,4.700480365792417,4.549802564898181
MD,24,1984,118.0,590000.0,4.770684624465665,4.535819280903403
MD,24,1983,68.0,545000.0,4.219507705176107,4.521619694942348
MD,24,1982,103.0,640000.0,4.634728988229637,4.5070919400763145
MD,24,1981,102.0,680000.0,4.624972813284272,4.492140799690476
MD,24,1980,72.0,640000.0,4.276666119016055,4.476698765373559
MD,24,1979,99.0,595000.0,4.59511985013459,4.460788097547358
MD,24,1978,97.0,590000.0,4.574710978503383,4.444421339857759
MD,24,1977,72.0,600000.0,4.276666119016055,4.427537403598807
MD,24,1976,92.0,630000.0,4.5217885770490405,4.410038268815826
MD,24,1975,92.0,550000.0,4.5217885770490405,4.391906575677229
MD,24,1974,86.0,535000.0,4.4543472962535064,4.373126560860721
MD,24,1973,85.0,500000.0,4.442651256490317,4.353671924134867
MD,24,1972,80.0,443000.0,4.382026634673881,4.3334808003453285
MD,24,1971,72.0,516000.0,4.276666119016055,4.309224357196959
MD,24,1970,83.0,501000.0,4.418840607796597,4.284968134779013
MD,24,1969,81.0,487000.0,4.394449154672439,4.260832993742363
MD,24,1968,66.0,484000.0,4.189654742026425,4.236783342634882
MD,24,1967,82.0,526000.0,4.4067192472642525,4.212754829887727
MD,24,1966,44.0,446000.0,3.7841896339182615,4.188695160159629
MD,24,1965,74.0,474000.0,4.30406509320417,4.164564816981072
MD,24,1964,66.5,409000.0,4.197201947661808,4.140342122492505
MD,24,1963,52.0,393000.0,3.951243718581428,4.1160109008894
MD,24,1962,60.0,354000.0,4.0943445622220995,4.091559969054608
MD,24,1961,60.0,369000.0,4.0943445622220995,4.066986216369628
MD,24,1960,60.0,425000.0,4.0943445622220995,4.042289668447795
MD,24,1959,54.5,413000.0,3.9982007016691994,4.01747099238261
MD,24,1958,62.0,382000.0,4.127134385045092,3.992530923580315
MD,24,1957,35.0,328000.0,3.555348061489413,3.967470710166697
MD,24,1956,60.0,428000.0,4.0943445622220995,3.9422909429846755
MD,24,1955,40.5,465000.0,3.701301974112493,3.9169970908540326
MD,24,1954,42.5,435000.0,3.7495040759303713,3.8915937916932033
MD,24,1953,47.0,435000.0,3.8501476017100575,3.8660909590744534
MD,24,1952,47.0,463000.0,3.8501476017100575,3.8405032850758736
MD,24,1951,47.0,437000.0,3.8501476017100575,3.814845949600225
MD,24,1950,48.0,394000.0,3.8712010109078916,3.78913266649595
MA,25,1966,72.0,2000.0,4.276666119016055,4.299317295511044
MA,25,1965,75.0,2000.0,4.31748811353631,4.278250921400342
MA,25,1964,68.0,2000.0,4.219507705176107,4.256968229948007
MA,25,1963,70.0,2000.0,4.248495242049359,4.235410291692526
MA,25,1962,71.0,2000.0,4.262679877041316,4.213728311326171
MA,25,1961,64.0,2000.0,4.158883083359672,4.191567263009374
MA,25,1960,64.0,2000.0,4.158883083359672,4.164421636669598
